GPS TOW (s),GPS Week,Latitude (deg),Longitude (deg),Ellipsoid Height (m),ECEF X (m),ECEF Y (m),ECEF Z (m),Roll (deg),Pitch (deg),Heading (deg),East Velocity (m/s),North Velocity (m/s),Up Velocity (m/s)
554590.6, 2323, 35.17747458, 136.87895321, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.373,  2.118, 269.948,  0.000,  0.000,  0.003
554590.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.115, 269.949,  0.001,  0.001, -0.002
554591.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.115, 269.950, -0.000,  0.000,  0.001
554591.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.116, 269.951,  0.001, -0.000, -0.000
554591.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.113, 269.950, -0.000,  0.000, -0.001
554591.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.114, 269.951,  0.000,  0.001,  0.001
554591.8, 2323, 35.17747458, 136.87895321, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.373,  2.113, 269.951, -0.001, -0.000, -0.001
554592.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.114, 269.950, -0.000,  0.000, -0.001
554592.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.112, 269.951,  0.001,  0.000,  0.001
554592.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.371,  2.114, 269.951, -0.001, -0.002, -0.001
554592.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.110, 269.953,  0.001,  0.001,  0.001
554592.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.112, 269.950,  0.000, -0.004,  0.000
554593.0, 2323, 35.17747458, 136.87895321, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.376,  2.109, 269.954,  0.001,  0.001,  0.001
554593.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.109, 269.952, -0.000, -0.002,  0.000
554593.4, 2323, 35.17747458, 136.87895321, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.375,  2.108, 269.951, -0.000, -0.000, -0.000
554593.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.111, 269.953,  0.001,  0.001,  0.001
554593.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.371,  2.110, 269.952, -0.000, -0.002,  0.000
554594.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.372,  2.110, 269.951,  0.001,  0.002, -0.002
554594.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.112, 269.950,  0.001, -0.001,  0.003
554594.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.108, 269.952,  0.001,  0.000, -0.000
554594.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.371,  2.113, 269.952, -0.000, -0.001, -0.001
554594.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.109, 269.952,  0.001, -0.000,  0.000
554595.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.110, 269.950, -0.000, -0.002, -0.000
554595.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.370,  2.108, 269.950,  0.000,  0.001, -0.001
554595.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.109, 269.949, -0.000,  0.000, -0.000
554595.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.109, 269.951,  0.000,  0.001, -0.000
554595.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.109, 269.950,  0.000, -0.000, -0.001
554596.0, 2323, 35.17747458, 136.87895321, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.373,  2.109, 269.951,  0.001,  0.001,  0.001
554596.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.110, 269.950,  0.000,  0.001, -0.001
554596.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.362,  2.109, 269.953, -0.000,  0.001, -0.002
554596.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.111, 269.952,  0.001, -0.001,  0.002
554596.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.110, 269.951,  0.000, -0.000, -0.000
554597.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.363,  2.111, 269.952, -0.000,  0.000, -0.001
554597.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.109, 269.950,  0.000, -0.001, -0.000
554597.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.111, 269.951,  0.001,  0.001,  0.001
554597.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.109, 269.948,  0.000, -0.002,  0.000
554597.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.371,  2.110, 269.949,  0.000,  0.002, -0.001
554598.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.362,  2.110, 269.949,  0.001, -0.001, -0.000
554598.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.110, 269.947, -0.000, -0.001, -0.000
554598.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.111, 269.944,  0.001,  0.000, -0.001
554598.6, 2323, 35.17747458, 136.87895321, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.373,  2.110, 269.946,  0.000, -0.001,  0.000
554598.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.112, 269.947,  0.000,  0.002,  0.000
554599.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.111, 269.946,  0.001, -0.002, -0.002
554599.2, 2323, 35.17747458, 136.87895321, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.373,  2.111, 269.947,  0.000,  0.001,  0.001
554599.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.112, 269.947,  0.001, -0.001, -0.000
554599.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.110, 269.946,  0.001, -0.000,  0.000
554599.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.112, 269.947,  0.001, -0.001,  0.001
554600.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.112, 269.948,  0.001, -0.000, -0.000
554600.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.111, 269.947,  0.001, -0.001,  0.000
554600.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.111, 269.949,  0.002,  0.000, -0.000
554600.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.109, 269.948,  0.001, -0.002, -0.000
554600.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.371,  2.108, 269.947,  0.000, -0.001, -0.000
554601.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.111, 269.948,  0.001, -0.001, -0.001
554601.2, 2323, 35.17747458, 136.87895321, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.372,  2.108, 269.947,  0.000,  0.000, -0.000
554601.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.111, 269.948,  0.000,  0.000,  0.000
554601.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.445, 3567502.511, 3654001.693, -2.370,  2.108, 269.949,  0.001, -0.002, -0.001
554601.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.110, 269.949, -0.000,  0.000,  0.001
554602.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.111, 269.950,  0.001, -0.001, -0.000
554602.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.109, 269.948, -0.000, -0.000,  0.000
554602.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.112, 269.947,  0.000, -0.000,  0.001
554602.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.109, 269.949,  0.001, -0.001,  0.000
554602.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.111, 269.947,  0.000, -0.001,  0.000
554603.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.110, 269.947,  0.001, -0.000,  0.001
554603.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.109, 269.948, -0.000, -0.001,  0.001
554603.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.109, 269.948,  0.001, -0.000, -0.001
554603.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.109, 269.948, -0.000, -0.001,  0.000
554603.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.110, 269.948,  0.000, -0.001,  0.000
554604.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.110, 269.948,  0.000, -0.000, -0.000
554604.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.109, 269.947, -0.000, -0.001, -0.000
554604.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.111, 269.948, -0.000,  0.001, -0.001
554604.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.109, 269.947,  0.000, -0.002, -0.000
554604.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.109, 269.948, -0.000, -0.001,  0.000
554605.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.111, 269.948, -0.000, -0.000, -0.000
554605.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.111, 269.947,  0.000, -0.001,  0.000
554605.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.111, 269.948,  0.000,  0.000, -0.000
554605.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.364,  2.110, 269.946,  0.000, -0.001, -0.000
554605.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.111, 269.946, -0.000, -0.001,  0.000
554606.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.363,  2.110, 269.947,  0.000, -0.000, -0.000
554606.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.112, 269.949,  0.001, -0.001, -0.000
554606.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.364,  2.110, 269.948,  0.000, -0.000, -0.002
554606.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.113, 269.948, -0.000, -0.001,  0.001
554606.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.112, 269.950,  0.001,  0.001, -0.001
554607.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.361,  2.111, 269.950, -0.000, -0.002, -0.001
554607.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.112, 269.948,  0.001,  0.000,  0.000
554607.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.362,  2.109, 269.949,  0.000,  0.000,  0.002
554607.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.111, 269.951,  0.001, -0.001,  0.000
554607.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.111, 269.949,  0.001, -0.001,  0.001
554608.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.363,  2.110, 269.948,  0.001, -0.001, -0.000
554608.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.110, 269.951,  0.000,  0.000,  0.001
554608.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.363,  2.112, 269.949,  0.001, -0.000, -0.000
554608.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.111, 269.949,  0.000, -0.001,  0.000
554608.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.363,  2.111, 269.947,  0.001, -0.001,  0.000
554609.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.113, 269.949,  0.000, -0.001,  0.001
554609.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.362,  2.112, 269.949,  0.001,  0.000, -0.000
554609.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.363,  2.113, 269.950,  0.000, -0.002,  0.000
554609.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.114, 269.951,  0.001,  0.001,  0.000
554609.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.361,  2.113, 269.950,  0.001, -0.001, -0.000
554610.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.113, 269.950,  0.001, -0.000,  0.000
554610.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.361,  2.112, 269.950,  0.001,  0.000,  0.000
554610.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.364,  2.112, 269.951,  0.001, -0.001,  0.000
554610.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.363,  2.112, 269.951,  0.001, -0.001, -0.000
554610.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.112, 269.951,  0.001, -0.001, -0.000
554611.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.113, 269.952,  0.001, -0.000, -0.000
554611.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.112, 269.951,  0.001, -0.001, -0.000
554611.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.111, 269.952,  0.000, -0.000,  0.000
554611.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.364,  2.112, 269.951,  0.001, -0.001, -0.001
554611.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.371,  2.112, 269.951,  0.001, -0.001, -0.001
554612.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.111, 269.950,  0.001,  0.001,  0.000
554612.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.111, 269.950,  0.001, -0.001, -0.001
554612.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.111, 269.950,  0.000, -0.001, -0.000
554612.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.363,  2.112, 269.951,  0.001,  0.000,  0.000
554612.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.111, 269.952,  0.001, -0.002, -0.001
554613.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.111, 269.952,  0.001,  0.001, -0.000
554613.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.111, 269.952,  0.001, -0.001, -0.000
554613.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.110, 269.951,  0.000, -0.000, -0.000
554613.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.111, 269.950,  0.001, -0.000, -0.000
554613.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.110, 269.949,  0.001, -0.000, -0.000
554614.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.110, 269.950,  0.000, -0.000, -0.000
554614.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.110, 269.950,  0.001, -0.001, -0.000
554614.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.110, 269.950,  0.000, -0.000, -0.000
554614.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.111, 269.949,  0.000, -0.001,  0.000
554614.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.109, 269.949,  0.000, -0.001, -0.000
554615.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.110, 269.949, -0.000, -0.001, -0.000
554615.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.363,  2.110, 269.948,  0.000, -0.001, -0.000
554615.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.110, 269.948,  0.000, -0.001,  0.001
554615.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.110, 269.948,  0.000,  0.000,  0.001
554615.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.111, 269.948,  0.000, -0.002,  0.001
554616.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.110, 269.948,  0.001, -0.000,  0.001
554616.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.364,  2.111, 269.948, -0.000, -0.001, -0.000
554616.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.110, 269.948,  0.000, -0.001,  0.000
554616.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.109, 269.947,  0.001,  0.001,  0.000
554616.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.108, 269.951, -0.000, -0.002, -0.000
554617.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.370,  2.109, 269.948,  0.000, -0.000,  0.001
554617.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.362,  2.108, 269.949,  0.000, -0.001,  0.001
554617.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.110, 269.951, -0.000, -0.002,  0.000
554617.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.110, 269.950,  0.000, -0.001,  0.001
554617.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.111, 269.951, -0.000, -0.002,  0.000
554618.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.109, 269.950,  0.000, -0.000, -0.000
554618.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.109, 269.949, -0.001, -0.002,  0.000
554618.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.109, 269.949,  0.000, -0.001, -0.001
554618.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.364,  2.109, 269.948, -0.000, -0.001,  0.000
554618.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.110, 269.949, -0.000, -0.002, -0.000
554619.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.110, 269.950, -0.000, -0.001, -0.001
554619.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.110, 269.949, -0.000, -0.001, -0.000
554619.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.110, 269.949, -0.000, -0.002, -0.001
554619.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.109, 269.949,  0.001, -0.000, -0.001
554619.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.109, 269.948, -0.000, -0.001,  0.001
554620.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.111, 269.948,  0.001,  0.000, -0.000
554620.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.109, 269.947,  0.000, -0.001, -0.000
554620.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.109, 269.945,  0.000, -0.001,  0.000
554620.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.109, 269.947,  0.000, -0.000,  0.000
554620.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.110, 269.947,  0.000, -0.001,  0.001
554621.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.109, 269.947,  0.000, -0.000, -0.000
554621.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.111, 269.946, -0.000, -0.001,  0.001
554621.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.110, 269.947,  0.000, -0.001,  0.000
554621.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.109, 269.946, -0.000, -0.001,  0.001
554621.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.110, 269.946,  0.001, -0.000,  0.000
554622.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.110, 269.947,  0.000, -0.001,  0.000
554622.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.111, 269.945, -0.001, -0.001,  0.002
554622.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.110, 269.949,  0.001, -0.001, -0.002
554622.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.109, 269.946, -0.001, -0.001,  0.001
554622.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.113, 269.946, -0.000, -0.000,  0.002
554623.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.368,  2.111, 269.948, -0.000, -0.000, -0.001
554623.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.364,  2.113, 269.947, -0.001, -0.001,  0.000
554623.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.113, 269.947, -0.000,  0.001,  0.001
554623.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.361,  2.115, 269.947, -0.001, -0.000,  0.000
554623.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.112, 269.948,  0.000,  0.000, -0.001
554624.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.363,  2.114, 269.949, -0.001,  0.000,  0.002
554624.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.116, 269.948,  0.001, -0.002, -0.001
554624.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.367,  2.113, 269.948,  0.000,  0.000,  0.001
554624.6, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.117, 269.949, -0.000,  0.000,  0.001
554624.8, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.115, 269.950,  0.001,  0.000, -0.001
554625.0, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.369,  2.114, 269.950,  0.000, -0.001,  0.000
554625.2, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.366,  2.115, 269.950,  0.001,  0.001, -0.000
554625.4, 2323, 35.17747458, 136.87895322, 41.088, -3809510.446, 3567502.511, 3654001.693, -2.365,  2.114, 269.952,  0.000, -0.001, -0.000
